"","Estimate","Std. Error","z value","Pr(>|z|)","comparison"
"GO:0031410_motif1169",0.58618225203274,0.29549220548141,1.98374861048447,0.0472838715644291,"GO:0031410_motif1169"
"GO:0031589_motif1169",0.931694185077467,0.323973314194044,2.87583620087742,0.00402958760528879,"GO:0031589_motif1169"
"GO:0031639_motif1169",-0.532493096894905,0.521695525957988,-1.02069707405884,0.307397981209656,"GO:0031639_motif1169"
"GO:0031982_motif1169",-2.60111186785468,1.06080646012744,-2.45201360061684,0.014205929241703,"GO:0031982_motif1169"
"GO:0032147_motif1169",1.68161740479813,0.387385779480799,4.34093736494911,1.41876165418114e-05,"GO:0032147_motif1169"
"GO:0032355_motif1169",-0.155792595124049,0.364913286039445,-0.426930454670289,0.669429982684438,"GO:0032355_motif1169"
"GO:0032496_motif1169",1.18410638380786,0.298846909591536,3.96225072371098,7.42465101427042e-05,"GO:0032496_motif1169"
"GO:0032587_motif1169",1.45678859268424,0.392378054768597,3.71271679182815,0.000205046291758964,"GO:0032587_motif1169"
"GO:0033033_motif1169",1.68161740479813,0.387385779480799,4.3409373649491,1.41876165418115e-05,"GO:0033033_motif1169"
"GO:0033189_motif1169",1.68161740479813,0.387385779480799,4.3409373649491,1.41876165418115e-05,"GO:0033189_motif1169"
"GO:0033574_motif1169",1.59453416893988,0.379181637347079,4.20519880681972,2.60852760426793e-05,"GO:0033574_motif1169"
"GO:0033627_motif1169",1.25592624832223,0.37281068456583,3.36880432969581,0.000754950025839587,"GO:0033627_motif1169"
"GO:0033631_motif1169",1.45678859268423,0.392378054768597,3.71271679182814,0.000205046291758974,"GO:0033631_motif1169"
"GO:0034113_motif1169",1.38042866127693,0.37934238621264,3.63900452849247,0.0002736939871466,"GO:0034113_motif1169"
"GO:0034614_motif1169",-0.0613576115331316,0.464122840651563,-0.132201232430178,0.89482512634002,"GO:0034614_motif1169"
"GO:0035577_motif1169",-0.586632213198341,0.515751511884432,-1.13743188275867,0.25535778530489,"GO:0035577_motif1169"
"GO:0035690_motif1169",0.413126414080713,0.421786922701683,0.979467100199559,0.32734923679914,"GO:0035690_motif1169"
"GO:0035987_motif1169",0.453179672399972,0.426283906798196,1.06309355144037,0.287739528540691,"GO:0035987_motif1169"
"GO:0038162_motif1169",1.68161740479813,0.387385779480799,4.3409373649491,1.41876165418117e-05,"GO:0038162_motif1169"
"GO:0042060_motif1169",-0.0613576115326831,0.464122840651559,-0.132201232429212,0.894825126340783,"GO:0042060_motif1169"
"GO:0042102_motif1169",-2.4130620496247,0.758614742799535,-3.1808794549915,0.00146828711377345,"GO:0042102_motif1169"
"GO:0042104_motif1169",1.30656460936439,0.352668221533762,3.70479824828591,0.000211559052031485,"GO:0042104_motif1169"
"GO:0042127_motif1169",0.32194851329476,0.453730142503366,0.70955945646122,0.47797736901083,"GO:0042127_motif1169"
"GO:0042531_motif1169",0.998598525826254,0.31000856011605,3.22119661938508,0.00127656536654533,"GO:0042531_motif1169"
"GO:0042541_motif1169",1.68161740479813,0.387385779480799,4.34093736494909,1.41876165418126e-05,"GO:0042541_motif1169"
"GO:0042730_motif1169",-0.888021037217309,0.454728963396866,-1.95285787512569,0.050836438424899,"GO:0042730_motif1169"
"GO:0042802_motif1169",-0.94684367917482,0.308796524929714,-3.06623813007719,0.00216770598130651,"GO:0042802_motif1169"
"GO:0042803_motif1169",-0.650156105892561,0.317586870427802,-2.04717564368065,0.0406408419649626,"GO:0042803_motif1169"
"GO:0042995_motif1169",0.819972097739502,0.337462966824719,2.42981357467115,0.0151065908575019,"GO:0042995_motif1169"
"GO:0043065_motif1169",0.672373114976031,0.427483595701565,1.57286296301631,0.115750552660502,"GO:0043065_motif1169"
"GO:0043066_motif1169",0.329730763070108,0.233859590656198,1.40995185249791,0.158553900239733,"GO:0043066_motif1169"
"GO:0043085_motif1169",-0.475262793190025,0.528189912956944,-0.899795284861426,0.368229204087045,"GO:0043085_motif1169"
"GO:0043202_motif1169",-0.913556186072183,0.483846954800996,-1.88810981862627,0.0590112089993873,"GO:0043202_motif1169"
"GO:0043231_motif1169",-0.530091521010109,0.383111255004162,-1.38364904211533,0.166465943869202,"GO:0043231_motif1169"
"GO:0043234_motif1169",-0.265740573491502,0.441875097950477,-0.601392960870778,0.547578285967515,"GO:0043234_motif1169"
"GO:0043235_motif1169",0.819667680186812,0.366302817070749,2.2376777954959,0.0252420742705549,"GO:0043235_motif1169"
"GO:0043249_motif1169",1.68161740479813,0.387385779480799,4.3409373649491,1.41876165418114e-05,"GO:0043249_motif1169"
"GO:0043312_motif1169",-0.596154933127392,0.278187583794081,-2.14299619341989,0.0321134040298204,"GO:0043312_motif1169"
"GO:0043408_motif1169",-0.168746935032793,0.452151260752678,-0.373209033525388,0.708992873335805,"GO:0043408_motif1169"
"GO:0043410_motif1169",-0.913556186072181,0.483846954800978,-1.88810981862634,0.0590112089993783,"GO:0043410_motif1169"
"GO:0043627_motif1169",1.56711124064796,0.376615722791805,4.16103509707763,3.16808388013063e-05,"GO:0043627_motif1169"
"GO:0043687_motif1169",-2.08236716098321,0.549674808569509,-3.78836200698815,0.000151643781707593,"GO:0043687_motif1169"
"GO:0044267_motif1169",-2.25936650314158,0.485000782089958,-4.65848012328053,3.18552557641716e-06,"GO:0044267_motif1169"
"GO:0044297_motif1169",1.68161740479812,0.387385779480798,4.34093736494908,1.41876165418133e-05,"GO:0044297_motif1169"
"GO:0045121_motif1169",-0.00440545901970673,0.290054470273329,-0.0151883851869454,0.987881887872846,"GO:0045121_motif1169"
"GO:0045202_motif1169",1.03046156288956,0.3056026401679,3.37190006710483,0.000746515299869291,"GO:0045202_motif1169"
"GO:0045296_motif1169",0.893871508939486,0.373604378808403,2.39256164981378,0.0167312169915302,"GO:0045296_motif1169"
"GO:0045429_motif1169",0.194100096974986,0.424003149551427,0.457779847108053,0.647110615842022,"GO:0045429_motif1169"
"GO:0045666_motif1169",1.68161740479813,0.387385779480799,4.34093736494909,1.41876165418123e-05,"GO:0045666_motif1169"
"GO:0045740_motif1169",1.22227784802569,0.304816521333572,4.00988057562703,6.07494654811286e-05,"GO:0045740_motif1169"
"GO:0045780_motif1169",0.432953003517109,0.424005421075986,1.02110251896878,0.307205869800914,"GO:0045780_motif1169"
"GO:0045860_motif1169",0.601879877484929,0.292906615520026,2.05485245328567,0.0398932580709679,"GO:0045860_motif1169"
"GO:0045893_motif1169",0.655062542528586,0.262426756967699,2.49617283731938,0.0125541415388086,"GO:0045893_motif1169"
"GO:0045907_motif1169",0.0804606349781722,0.480886204054297,0.167317411686627,0.867120304709769,"GO:0045907_motif1169"
"GO:0045944_motif1169",-0.298753937137802,0.333736646907695,-0.895178698251952,0.370691569966825,"GO:0045944_motif1169"
"GO:0046579_motif1169",1.68161740479814,0.387385779480799,4.34093736494911,1.41876165418113e-05,"GO:0046579_motif1169"
"GO:0046718_motif1169",0.654182454313412,0.270596656290034,2.41755557249842,0.0156251478546689,"GO:0046718_motif1169"
"GO:0046872_motif1169",-0.286239720355741,0.23084713849488,-1.23995351305639,0.214992588982656,"GO:0046872_motif1169"
"GO:0046982_motif1169",0.819667680187415,0.366302817070768,2.23767779549743,0.0252420742704553,"GO:0046982_motif1169"
"GO:0048471_motif1169",0.371434450482581,0.309012602329705,1.20200421498109,0.229361895038566,"GO:0048471_motif1169"
"GO:0048589_motif1169",-0.494704841761316,0.525959215343057,-0.94057643127071,0.346921964636237,"GO:0048589_motif1169"
"GO:0048678_motif1169",1.68161740479812,0.387385779480799,4.34093736494908,1.41876165418128e-05,"GO:0048678_motif1169"
"GO:0048878_motif1169",0.455697179141116,0.439688862959879,1.03640828215087,0.300011708146984,"GO:0048878_motif1169"
"GO:0050729_motif1169",-0.168746935032832,0.452151260752674,-0.373209033525478,0.708992873335738,"GO:0050729_motif1169"
"GO:0050731_motif1169",0.301756994072666,0.409606194522438,0.73670026993729,0.461304642653935,"GO:0050731_motif1169"
"GO:0050776_motif1169",0.486055186417599,0.406772190761062,1.19490761034622,0.232123129158798,"GO:0050776_motif1169"
"GO:0050829_motif1169",-17.4037048238251,1010.23119237407,-0.0172274474943958,0.986255165502206,"GO:0050829_motif1169"
"GO:0050839_motif1169",0.953902002619843,0.334805812313339,2.84912019904572,0.00438403141593943,"GO:0050839_motif1169"
"GO:0050852_motif1169",-17.4037529073724,993.532079639823,-0.0175170518033818,0.986024129561514,"GO:0050852_motif1169"
"GO:0050900_motif1169",0.0126627600864006,0.248100294281171,0.0510388757219691,0.959294542555237,"GO:0050900_motif1169"
"GO:0051087_motif1169",-1.29339276437186,0.601395431433885,-2.15065279310165,0.0315036150159475,"GO:0051087_motif1169"
"GO:0051592_motif1169",0.0172098521850184,0.473278087204287,0.0363630868411407,0.9709928471349,"GO:0051592_motif1169"
"GO:0051602_motif1169",1.68161740479812,0.387385779480798,4.34093736494908,1.41876165418132e-05,"GO:0051602_motif1169"
"GO:0051607_motif1169",-1.30845461302932,0.60007495684707,-2.18048528454552,0.0292215084593862,"GO:0051607_motif1169"
"GO:0051726_motif1169",0.413126414080542,0.421786922701683,0.979467100199155,0.32734923679934,"GO:0051726_motif1169"
"GO:0051897_motif1169",0.559498138981373,0.319693202295951,1.75010958932879,0.0800994053939428,"GO:0051897_motif1169"
"GO:0055037_motif1169",0.518741073675556,0.399939492421201,1.29704888740829,0.194614366400408,"GO:0055037_motif1169"
"GO:0055093_motif1169",1.68161740479812,0.387385779480798,4.34093736494908,1.41876165418132e-05,"GO:0055093_motif1169"
"GO:0060170_motif1169",0.241023717939743,0.415569063502939,0.579984746477737,0.56192490420619,"GO:0060170_motif1169"
"GO:0060736_motif1169",-0.475262793190027,0.528189912956943,-0.89979528486143,0.368229204087043,"GO:0060736_motif1169"
"GO:0060742_motif1169",-0.475262793190027,0.528189912956943,-0.899795284861431,0.368229204087042,"GO:0060742_motif1169"
"GO:0061024_motif1169",-0.578404489057873,0.365430241497313,-1.58280411245637,0.113466119105686,"GO:0061024_motif1169"
"GO:0061418_motif1169",1.68161740479813,0.387385779480799,4.34093736494909,1.41876165418121e-05,"GO:0061418_motif1169"
"GO:0070062_motif1169",-0.598996699125803,0.154581226153465,-3.87496408219154,0.000106640427685963,"GO:0070062_motif1169"
"GO:0070374_motif1169",0.649796300422966,0.259480624189124,2.50421896607339,0.0122722057366748,"GO:0070374_motif1169"
"GO:0070555_motif1169",1.68161740479813,0.387385779480799,4.34093736494909,1.41876165418125e-05,"GO:0070555_motif1169"
"GO:0071276_motif1169",-0.0613576115331319,0.464122840651563,-0.132201232430178,0.894825126340019,"GO:0071276_motif1169"
