"","Estimate","Std. Error","z value","Pr(>|z|)","comparison"
"GO:0016032_motif188",0.20635819707842,0.276844078507787,0.745395018707671,0.456032954334616,"GO:0016032_motif188"
"GO:0016323_motif188",0.372507806952687,0.311464525073234,1.19598791183394,0.231701276362212,"GO:0016323_motif188"
"GO:0016324_motif188",-0.000938606659238289,0.287695745998902,-0.00326249752487432,0.997396908213083,"GO:0016324_motif188"
"GO:0016486_motif188",-0.785803868767643,0.466719180457767,-1.68367596977033,0.0922443078753392,"GO:0016486_motif188"
"GO:0016740_motif188",0.428145461284432,0.470150851628607,0.910655505145491,0.362476915157046,"GO:0016740_motif188"
"GO:0016787_motif188",-0.722753827113806,0.232933907420207,-3.10282790134961,0.00191681071772088,"GO:0016787_motif188"
"GO:0018105_motif188",1.65260292678353,0.381425477933245,4.33270198870344,1.47290423929273e-05,"GO:0018105_motif188"
"GO:0018279_motif188",0.533115925688401,0.426298431949114,1.25056975520857,0.211091490906552,"GO:0018279_motif188"
"GO:0019216_motif188",0.305989737134581,0.439914067085927,0.695567066453487,0.486699996926399,"GO:0019216_motif188"
"GO:0019864_motif188",0.533115925688401,0.426298431949114,1.25056975520857,0.211091490906552,"GO:0019864_motif188"
"GO:0019865_motif188",-1.28292468544863,0.605617595768981,-2.1183741925788,0.0341433897314257,"GO:0019865_motif188"
"GO:0019898_motif188",0.533115925688401,0.426298431949114,1.25056975520857,0.211091490906551,"GO:0019898_motif188"
"GO:0019899_motif188",-0.763131425635999,0.38283904102054,-1.99334797099509,0.0462233569020506,"GO:0019899_motif188"
"GO:0019901_motif188",-0.741495356891537,0.401556606592703,-1.84655250273004,0.0648120234314111,"GO:0019901_motif188"
"GO:0022617_motif188",-17.4199183751891,889.665568478373,-0.01958029960065,0.984378179462558,"GO:0022617_motif188"
"GO:0030054_motif188",1.29147825777902,0.378187001080508,3.41491974628734,0.000638008066486688,"GO:0030054_motif188"
"GO:0030139_motif188",-0.166670472800831,0.436553586483293,-0.381786974065347,0.702619381416843,"GO:0030139_motif188"
"GO:0030141_motif188",-1.09251839283751,0.558357473369972,-1.95666476217037,0.0503868954164654,"GO:0030141_motif188"
"GO:0030168_motif188",-1.12713190540217,0.506767418002943,-2.22416016768391,0.0261376699418593,"GO:0030168_motif188"
"GO:0030183_motif188",0.649298213375073,0.452338381192297,1.43542586782846,0.151165779062569,"GO:0030183_motif188"
"GO:0030198_motif188",0.228270205884822,0.270997683337936,0.842332683708471,0.399601761380025,"GO:0030198_motif188"
"GO:0030217_motif188",-17.4200161754213,865.616256305042,-0.0201244096890927,0.98394412797071,"GO:0030217_motif188"
"GO:0030218_motif188",1.65260292678353,0.381425477933245,4.33270198870344,1.47290423929274e-05,"GO:0030218_motif188"
"GO:0030295_motif188",1.65260292678353,0.381425477933245,4.33270198870344,1.47290423929273e-05,"GO:0030295_motif188"
"GO:0030307_motif188",-0.107876582722548,0.462498982136828,-0.233247178672998,0.815569472684621,"GO:0030307_motif188"
"GO:0030335_motif188",0.120909397544414,0.250796970872096,0.482100709286781,0.629734406008147,"GO:0030335_motif188"
"GO:0030665_motif188",-0.48953356771356,0.375221948162837,-1.30465067438197,0.192011824593294,"GO:0030665_motif188"
"GO:0030890_motif188",-1.88914124373169,0.794052440334036,-2.37911395743206,0.0173543099946291,"GO:0030890_motif188"
"GO:0031012_motif188",-0.276630135820682,0.264768910933065,-1.04479840494043,0.296116152262194,"GO:0031012_motif188"
"GO:0031093_motif188",-0.520905126368474,0.338230138296849,-1.54009080619333,0.123538220500861,"GO:0031093_motif188"
"GO:0031225_motif188",0.61655557680718,0.349473951645833,1.76423900523497,0.0776917482958921,"GO:0031225_motif188"
"GO:0031410_motif188",0.50093539678695,0.291009318723895,1.72137235667779,0.0851832771419868,"GO:0031410_motif188"
"GO:0031589_motif188",0.84645811106655,0.318802017975457,2.65512155927355,0.00792798338252008,"GO:0031589_motif188"
"GO:0031639_motif188",-0.46514926096293,0.49892871515139,-0.932296031151043,0.351183558254005,"GO:0031639_motif188"
"GO:0031982_motif188",-2.68607645191755,1.05813448207984,-2.53850195547722,0.011132818073882,"GO:0031982_motif188"
"GO:0032147_motif188",1.65260292678353,0.381425477933246,4.33270198870344,1.4729042392927e-05,"GO:0032147_motif188"
"GO:0032355_motif188",-0.240884322731924,0.360394648704755,-0.668390398130643,0.503884423013272,"GO:0032355_motif188"
"GO:0032496_motif188",1.13250305044592,0.293668693395803,3.85639693952513,0.000115070579577599,"GO:0032496_motif188"
"GO:0032587_motif188",1.37159398213694,0.3859159483391,3.55412619778993,0.000379237190710029,"GO:0032587_motif188"
"GO:0033033_motif188",1.65260292678353,0.381425477933246,4.33270198870344,1.47290423929272e-05,"GO:0033033_motif188"
"GO:0033189_motif188",1.65260292678354,0.381425477933246,4.33270198870346,1.4729042392926e-05,"GO:0033189_motif188"
"GO:0033574_motif188",1.56291775851893,0.373146911618427,4.18847834420011,2.8083110267411e-05,"GO:0033574_motif188"
"GO:0033627_motif188",1.17072856366724,0.36670740729713,3.19254135687159,0.00141026747934281,"GO:0033627_motif188"
"GO:0033631_motif188",1.37159398213698,0.385915948339101,3.55412619779002,0.000379237190709892,"GO:0033631_motif188"
"GO:0034113_motif188",1.29522522615009,0.37310257212085,3.47149905396674,0.000517561155328816,"GO:0034113_motif188"
"GO:0034614_motif188",-0.146391563075972,0.458190712161273,-0.319499193655513,0.749348002743939,"GO:0034614_motif188"
"GO:0035577_motif188",0.242737801052803,0.432744037922173,0.560926967863756,0.574847324896038,"GO:0035577_motif188"
"GO:0035690_motif188",0.328049694850097,0.415627927187921,0.789286940051488,0.42994431800579,"GO:0035690_motif188"
"GO:0035987_motif188",0.368103722067032,0.420004778832825,0.87642746134931,0.380797694834299,"GO:0035987_motif188"
"GO:0038162_motif188",1.65260292678353,0.381425477933245,4.33270198870344,1.47290423929271e-05,"GO:0038162_motif188"
"GO:0042060_motif188",-0.146391563075762,0.458190712161281,-0.319499193655049,0.749348002744291,"GO:0042060_motif188"
"GO:0042100_motif188",-17.4194542224369,1039.57056005132,-0.0167563943149534,0.986630957303695,"GO:0042100_motif188"
"GO:0042102_motif188",-2.49804927312233,0.756373131858372,-3.30266791336803,0.000957697308476676,"GO:0042102_motif188"
"GO:0042104_motif188",1.26782612667604,0.346600334837628,3.65789065746282,0.000254299483667386,"GO:0042104_motif188"
"GO:0042127_motif188",0.236895492035123,0.447246612162272,0.529675319148469,0.596337062897627,"GO:0042127_motif188"
"GO:0042327_motif188",0.0399298251650412,0.479774357556694,0.0832262594616111,0.933671633137007,"GO:0042327_motif188"
"GO:0042531_motif188",1.02370344725489,0.303542809696019,3.37251753148121,0.000744843444355275,"GO:0042531_motif188"
"GO:0042541_motif188",1.65260292678355,0.381425477933246,4.33270198870347,1.47290423929254e-05,"GO:0042541_motif188"
"GO:0042730_motif188",-0.843709295987548,0.435177687246769,-1.93876965826403,0.0525293922785576,"GO:0042730_motif188"
"GO:0042802_motif188",-1.03197711653987,0.306144895959185,-3.37087807166139,0.000749290129309154,"GO:0042802_motif188"
"GO:0042803_motif188",-0.313905183625812,0.286567883679766,-1.09539554675497,0.273343384242214,"GO:0042803_motif188"
"GO:0042995_motif188",0.824637257192099,0.330269705694803,2.49686012060135,0.0125298371233708,"GO:0042995_motif188"
"GO:0043065_motif188",0.587284561694035,0.420918850408149,1.3952441453372,0.162942228925655,"GO:0043065_motif188"
"GO:0043066_motif188",0.268960061150669,0.229810593293863,1.17035536654633,0.241857989447498,"GO:0043066_motif188"
"GO:0043085_motif188",0.373504047056686,0.447746217175916,0.834186940567583,0.404175649090717,"GO:0043085_motif188"
"GO:0043123_motif188",-17.4195030495991,1020.13768795199,-0.0170756391566811,0.986376273216185,"GO:0043123_motif188"
"GO:0043202_motif188",-0.128657526965172,0.394107631869553,-0.326452767115551,0.74408181983066,"GO:0043202_motif188"
"GO:0043231_motif188",-0.0511971966315231,0.339519804468775,-0.150792960992741,0.880139039086421,"GO:0043231_motif188"
"GO:0043234_motif188",-0.350779139072741,0.436629345352741,-0.803379669292169,0.421755322336332,"GO:0043234_motif188"
"GO:0043235_motif188",0.734509076003261,0.360544557265968,2.03722136751443,0.0416278635145214,"GO:0043235_motif188"
"GO:0043249_motif188",1.65260292678353,0.381425477933245,4.33270198870344,1.47290423929268e-05,"GO:0043249_motif188"
"GO:0043312_motif188",-0.351192509697345,0.256155530627926,-1.37101279381495,0.170370967831476,"GO:0043312_motif188"
"GO:0043408_motif188",0.439478149147275,0.404814635675294,1.08562811325771,0.277643556634637,"GO:0043408_motif188"
"GO:0043410_motif188",-0.128657526964949,0.394107631869552,-0.326452767114985,0.744081819831089,"GO:0043410_motif188"
"GO:0043627_motif188",1.53472254384343,0.37056465688565,4.14157830577194,3.44924072056225e-05,"GO:0043627_motif188"
"GO:0043687_motif188",-2.16738565239132,0.547468392193272,-3.9589238087487,7.52882480565521e-05,"GO:0043687_motif188"
"GO:0044267_motif188",-2.3444198921417,0.483366815494988,-4.85018792558384,1.23344556209983e-06,"GO:0044267_motif188"
"GO:0044297_motif188",1.65260292678355,0.381425477933246,4.33270198870347,1.47290423929251e-05,"GO:0044297_motif188"
"GO:0045121_motif188",-0.0896006192879238,0.286263834848546,-0.31300013616924,0.754280558696306,"GO:0045121_motif188"
"GO:0045177_motif188",-0.160943524967209,0.504741005979995,-0.318863581639705,0.749829961524208,"GO:0045177_motif188"
"GO:0045202_motif188",0.945172475769733,0.30066994153531,3.14355492585459,0.00166909088723357,"GO:0045202_motif188"
"GO:0045296_motif188",0.808714442848943,0.367675862243674,2.19953096162993,0.0278401900915665,"GO:0045296_motif188"
"GO:0045429_motif188",0.270818237658613,0.409479398113702,0.661372071235226,0.508373732181341,"GO:0045429_motif188"
"GO:0045666_motif188",1.65260292678354,0.381425477933246,4.33270198870347,1.47290423929254e-05,"GO:0045666_motif188"
"GO:0045740_motif188",1.17192113723565,0.299552708850314,3.91223682046974,9.1445170577749e-05,"GO:0045740_motif188"
"GO:0045780_motif188",0.347876668743574,0.417786990038951,0.832665154822416,0.40503360171886,"GO:0045780_motif188"
"GO:0045860_motif188",0.552431943207338,0.287529433324424,1.9213057140624,0.0546931771968858,"GO:0045860_motif188"
"GO:0045893_motif188",0.598159027105689,0.257775958927931,2.3204608746036,0.0203159590980351,"GO:0045893_motif188"
"GO:0045907_motif188",-0.00457062394104665,0.474454161038161,-0.00963343630719898,0.992313748787842,"GO:0045907_motif188"
"GO:0045944_motif188",-0.383870210932981,0.32982045582974,-1.16387629738509,0.244474146455857,"GO:0045944_motif188"
"GO:0046579_motif188",1.65260292678353,0.381425477933245,4.33270198870344,1.4729042392927e-05,"GO:0046579_motif188"
"GO:0046718_motif188",0.568864117751804,0.26643635071595,2.13508448161518,0.0327541099940025,"GO:0046718_motif188"
"GO:0046872_motif188",-0.371557230538885,0.228115200269995,-1.62881399441648,0.103352401244789,"GO:0046872_motif188"
"GO:0046982_motif188",0.734509076003249,0.360544557265969,2.0372213675144,0.0416278635145251,"GO:0046982_motif188"
"GO:0048471_motif188",0.286238223649327,0.304533428340924,0.939923821199964,0.347256637427206,"GO:0048471_motif188"
"GO:0048589_motif188",0.350490186382426,0.445056003360878,0.787519286866529,0.430977942597499,"GO:0048589_motif188"
"GO:0048678_motif188",1.65260292678355,0.381425477933246,4.33270198870347,1.47290423929252e-05,"GO:0048678_motif188"
"GO:0048878_motif188",0.533115925688401,0.426298431949114,1.25056975520857,0.211091490906551,"GO:0048878_motif188"
"GO:0050729_motif188",-0.253783192582361,0.446583988058424,-0.568276515433778,0.569847222921945,"GO:0050729_motif188"
"GO:0050731_motif188",0.21667796770109,0.403779474026238,0.536624523135145,0.591527001220701,"GO:0050731_motif188"
"GO:0050776_motif188",0.400963173345313,0.400737296602785,1.00056365290788,0.317037809733127,"GO:0050776_motif188"
"GO:0050829_motif188",-17.4196251494898,975.954885278999,-0.0178488016323726,0.985759472876568,"GO:0050829_motif188"
"GO:0050839_motif188",0.86868243531487,0.329450231300874,2.63676377425741,0.00837010970019919,"GO:0050839_motif188"
"GO:0050852_motif188",-17.4196740022272,959.82235960731,-0.0181488520535759,0.985520106054436,"GO:0050852_motif188"
"GO:0050900_motif188",-0.0726307272161853,0.244834969702391,-0.296651770392406,0.76673238190821,"GO:0050900_motif188"
"GO:0051087_motif188",-1.37838098314376,0.597205613045708,-2.30805095101855,0.0209963027923752,"GO:0051087_motif188"
"GO:0051592_motif188",-0.0678225584366089,0.467068319759501,-0.145209074491568,0.884545801466071,"GO:0051592_motif188"
"GO:0051602_motif188",1.65260292678355,0.381425477933246,4.33270198870347,1.47290423929252e-05,"GO:0051602_motif188"
"GO:0051607_motif188",-0.957421502605955,0.5218295820299,-1.83473979930692,0.0665442522579376,"GO:0051607_motif188"
"GO:0051726_motif188",0.328049694850002,0.41562792718792,0.789286940051263,0.429944318005921,"GO:0051726_motif188"
"GO:0051897_motif188",0.474300021775146,0.314871569400254,1.50632850936196,0.131982862982495,"GO:0051897_motif188"
"GO:0055037_motif188",0.433641411365112,0.393965776542415,1.10070832845153,0.271023620329972,"GO:0055037_motif188"
"GO:0055093_motif188",1.65260292678355,0.381425477933246,4.33270198870347,1.47290423929251e-05,"GO:0055093_motif188"
"GO:0060170_motif188",0.309704568312387,0.401996854311833,0.77041540248508,0.441053519700334,"GO:0060170_motif188"
"GO:0060736_motif188",0.373504047056684,0.447746217175916,0.834186940567579,0.404175649090719,"GO:0060736_motif188"
"GO:0060742_motif188",0.373504047056685,0.447746217175916,0.83418694056758,0.404175649090719,"GO:0060742_motif188"
"GO:0061024_motif188",-0.663483305168769,0.361635161069943,-1.83467587389946,0.0665537290808119,"GO:0061024_motif188"
"GO:0061418_motif188",1.65260292678354,0.381425477933246,4.33270198870346,1.47290423929258e-05,"GO:0061418_motif188"
"GO:0070062_motif188",-0.458460243914715,0.14546741281649,-3.15163537343631,0.00162358881761959,"GO:0070062_motif188"
"GO:0070374_motif188",0.592287899339212,0.254893598512293,2.323667219562,0.0201433366662044,"GO:0070374_motif188"
"GO:0070555_motif188",1.65260292678354,0.381425477933246,4.33270198870347,1.47290423929254e-05,"GO:0070555_motif188"
"GO:0071276_motif188",-0.146391563075972,0.458190712161273,-0.319499193655512,0.74934800274394,"GO:0071276_motif188"
"GO:0071310_motif188",0.373504047056683,0.447746217175916,0.834186940567576,0.404175649090721,"GO:0071310_motif188"
"GO:0071474_motif188",1.6218069321862,0.378571574609948,4.28401665882387,1.8354916048023e-05,"GO:0071474_motif188"
"GO:0071548_motif188",1.65260292678354,0.381425477933246,4.33270198870346,1.47290423929259e-05,"GO:0071548_motif188"
"GO:0072218_motif188",0.533115925688401,0.426298431949114,1.25056975520857,0.211091490906552,"GO:0072218_motif188"
"GO:0072221_motif188",0.533115925688401,0.426298431949114,1.25056975520857,0.211091490906551,"GO:0072221_motif188"
"GO:0072233_motif188",0.533115925688401,0.426298431949114,1.25056975520857,0.211091490906551,"GO:0072233_motif188"
"GO:0072562_motif188",-0.7802171095586,0.341325022546652,-2.28584796900426,0.0222631542665316,"GO:0072562_motif188"
"GO:0097421_motif188",0.086498525015863,0.485450453412128,0.178181984191967,0.858580057849987,"GO:0097421_motif188"
"GO:0098609_motif188",0.0825420956275554,0.464328538699736,0.177766578506458,0.858906295732479,"GO:0098609_motif188"
"GO:1901215_motif188",1.53472254384328,0.370564656885659,4.14157830577144,3.44924072056976e-05,"GO:1901215_motif188"
"GO:1902219_motif188",1.65260292678354,0.381425477933246,4.33270198870346,1.47290423929257e-05,"GO:1902219_motif188"
"GO:1902251_motif188",1.65260292678354,0.381425477933246,4.33270198870346,1.47290423929257e-05,"GO:1902251_motif188"
"GO:1903078_motif188",0.720202939088793,0.325979833597729,2.20934814015995,0.0271504351891365,"GO:1903078_motif188"
"GO:1903206_motif188",0.373504047056685,0.447746217175916,0.834186940567581,0.404175649090718,"GO:1903206_motif188"
"GO:1904724_motif188",-0.611212987506708,0.558235896432286,-1.09490090374518,0.273560053090202,"GO:1904724_motif188"
"GO:1905572_motif188",0.373504047056683,0.447746217175916,0.834186940567575,0.404175649090721,"GO:1905572_motif188"
"GO:1905573_motif188",0.373504047056689,0.447746217175916,0.834186940567589,0.404175649090714,"GO:1905573_motif188"
"GO:1905574_motif188",0.373504047056689,0.447746217175916,0.83418694056759,0.404175649090713,"GO:1905574_motif188"
"GO:1905575_motif188",0.373504047056689,0.447746217175916,0.834186940567588,0.404175649090714,"GO:1905575_motif188"
"GO:1905576_motif188",0.373504047056683,0.447746217175916,0.834186940567576,0.404175649090721,"GO:1905576_motif188"
"GO:1905577_motif188",0.373504047056684,0.447746217175916,0.834186940567579,0.404175649090719,"GO:1905577_motif188"
"GO:1990266_motif188",0.533115925688401,0.426298431949114,1.25056975520857,0.211091490906552,"GO:1990266_motif188"
"GO:2000021_motif188",0.533115925688401,0.426298431949114,1.25056975520857,0.211091490906551,"GO:2000021_motif188"
"GO:2000811_motif188",1.37159398213693,0.385915948339099,3.55412619778991,0.000379237190710045,"GO:2000811_motif188"
"GO:2001258_motif188",1.18605071282732,0.339437750650965,3.49416265737308,0.00047555118453537,"GO:2001258_motif188"
"GO:0000122_motif189",0.302332909628125,0.334333368879694,0.904285775126788,0.36584388759112,"GO:0000122_motif189"
"GO:0000139_motif189",0.667182409569726,0.406895024166867,1.63969173851612,0.101069277554372,"GO:0000139_motif189"
"GO:0000165_motif189",-0.117589741184916,0.389761741787314,-0.301696468836807,0.762883460390356,"GO:0000165_motif189"
"GO:0000166_motif189",0.849255188232169,0.553741374262006,1.53366757064885,0.125111455704583,"GO:0000166_motif189"
"GO:0000186_motif189",0.849255188232173,0.553741374262006,1.53366757064886,0.125111455704581,"GO:0000186_motif189"
"GO:0000902_motif189",0.188163116789254,0.420811788890509,0.447143168886393,0.654771691721794,"GO:0000902_motif189"
"GO:0000922_motif189",3.10557196067587,1.04747269113055,2.9648237963359,0.00302856341179752,"GO:0000922_motif189"
"GO:0001503_motif189",-0.380319281708095,0.326273402358773,-1.16564598572425,0.243757607105541,"GO:0001503_motif189"
"GO:0001525_motif189",2.64138550838648,1.07433655107487,2.45862016492297,0.0139472092611864,"GO:0001525_motif189"
"GO:0001618_motif189",-0.103471224250873,0.232668662121526,-0.444714914795136,0.656525789456617,"GO:0001618_motif189"
"GO:0001664_motif189",1.58069136864174,0.597675609514365,2.64473126137123,0.00817558188724647,"GO:0001664_motif189"
"GO:0001666_motif189",0.187736241228468,0.282931660366679,0.663539177570874,0.506985296641757,"GO:0001666_motif189"
"GO:0001701_motif189",0.0755458755888879,0.448924185941661,0.168282035039888,0.866361406275125,"GO:0001701_motif189"
"GO:0001726_motif189",18.5118557603999,1264.35508108696,0.014641342481485,0.988318316251055,"GO:0001726_motif189"
"GO:0001889_motif189",0.923668483778574,0.472501950363102,1.95484586480281,0.0506012658182176,"GO:0001889_motif189"
"GO:0001892_motif189",0.849255188232169,0.553741374262006,1.53366757064886,0.125111455704583,"GO:0001892_motif189"
"GO:0001895_motif189",1.23953046075162,0.563826155507253,2.19842667574807,0.0279187144648271,"GO:0001895_motif189"
"GO:0001934_motif189",-0.563651284685169,0.250036059312737,-2.2542799875924,0.024178559498941,"GO:0001934_motif189"
"GO:0001942_motif189",0.849255188232142,0.553741374262008,1.5336675706488,0.125111455704596,"GO:0001942_motif189"
"GO:0001968_motif189",0.481301985389292,0.519334322381439,0.926767141409512,0.354047448752304,"GO:0001968_motif189"
"GO:0002020_motif189",0.266600043106301,0.29742458286013,0.896361829081476,0.370059546893205,"GO:0002020_motif189"
"GO:0002250_motif189",-0.20848188532806,0.334614241770046,-0.623051440444465,0.533250718728916,"GO:0002250_motif189"
"GO:0002376_motif189",-0.402166145896567,0.339215987404783,-1.18557544699881,0.235790003309425,"GO:0002376_motif189"
"GO:0002576_motif189",0.694770569042165,0.240482923873124,2.889064046014,0.00386390367483959,"GO:0002576_motif189"
"GO:0003682_motif189",0.468911994087694,0.491038183272544,0.954939982391208,0.339608048972504,"GO:0003682_motif189"
"GO:0003690_motif189",0.695030321677245,0.529472231626411,1.31268512333929,0.189289072559788,"GO:0003690_motif189"
"GO:0003824_motif189",0.586828453805841,0.478143459580786,1.22730624469975,0.21970750940256,"GO:0003824_motif189"
"GO:0004175_motif189",-0.950810038993145,0.336271721405527,-2.82750519436785,0.00469122543478151,"GO:0004175_motif189"
"GO:0004252_motif189",-0.134439817569335,0.220413228877821,-0.609944413290442,0.541898630458741,"GO:0004252_motif189"
"GO:0004565_motif189",1.58069136864175,0.597675609514365,2.64473126137124,0.00817558188724626,"GO:0004565_motif189"
"GO:0004672_motif189",0.849255188232166,0.553741374262006,1.53366757064885,0.125111455704585,"GO:0004672_motif189"
"GO:0004709_motif189",0.849255188232157,0.553741374262007,1.53366757064883,0.125111455704589,"GO:0004709_motif189"
"GO:0004713_motif189",0.745094108316215,0.523862060731963,1.42230973412187,0.154936354292446,"GO:0004713_motif189"
"GO:0004714_motif189",0.849255188232158,0.553741374262007,1.53366757064883,0.125111455704589,"GO:0004714_motif189"
"GO:0004716_motif189",0.849255188232154,0.553741374262007,1.53366757064882,0.12511145570459,"GO:0004716_motif189"
"GO:0004871_motif189",1.09801009613501,0.527768476706447,2.08047684656569,0.037481817161192,"GO:0004871_motif189"
"GO:0004872_motif189",0.346806164212278,0.391381970992659,0.886106642400201,0.375560064013907,"GO:0004872_motif189"
"GO:0004888_motif189",-0.364576269403016,0.330332083268525,-1.10366594063663,0.26973807535377,"GO:0004888_motif189"
"GO:0005006_motif189",0.84925518823215,0.553741374262007,1.53366757064882,0.125111455704592,"GO:0005006_motif189"
"GO:0005088_motif189",0.119096014518696,0.41347825113481,0.288034531905441,0.773320305610625,"GO:0005088_motif189"
"GO:0005102_motif189",0.548495162439278,0.260021628775978,2.10942130091737,0.0349082324678142,"GO:0005102_motif189"
"GO:0005125_motif189",-0.303645044837322,0.242495437495958,-1.25216807364626,0.210508626834428,"GO:0005125_motif189"
"GO:0005128_motif189",0.39875213691311,0.400202328381203,0.996376354245715,0.319067317504345,"GO:0005128_motif189"
"GO:0005178_motif189",1.31525999741559,0.321589291185286,4.08987498485389,4.31605758574633e-05,"GO:0005178_motif189"
"GO:0005179_motif189",0.395072924937756,0.265065627137526,1.49047211139443,0.136100144101628,"GO:0005179_motif189"
"GO:0005509_motif189",0.53391426300742,0.30278939279986,1.76331891309129,0.0778467171932584,"GO:0005509_motif189"
"GO:0005515_motif189",-0.232216284904976,0.0983619508322991,-2.36083447857689,0.0182338669851788,"GO:0005515_motif189"
"GO:0005516_motif189",0.695030321677251,0.529472231626411,1.3126851233393,0.189289072559784,"GO:0005516_motif189"
"GO:0005518_motif189",-0.239354615437162,0.382371836148032,-0.625973444719128,0.53133235938736,"GO:0005518_motif189"
"GO:0005524_motif189",0.849255188232168,0.553741374262006,1.53366757064885,0.125111455704583,"GO:0005524_motif189"
"GO:0005543_motif189",0.295583251162721,0.352037667936294,0.839635294982726,0.40111290343062,"GO:0005543_motif189"
"GO:0005576_motif189",-0.0139220766050046,0.103509345248963,-0.134500673069846,0.893006678893125,"GO:0005576_motif189"
"GO:0005578_motif189",-0.879645252058319,0.288871673543988,-3.04510733526238,0.00232597283388808,"GO:0005578_motif189"
"GO:0005615_motif189",-0.108499517238577,0.115714770680619,-0.937646219237152,0.34842625061261,"GO:0005615_motif189"
"GO:0005622_motif189",-0.121477584163479,0.321430607039948,-0.377927868419766,0.705484179139384,"GO:0005622_motif189"
"GO:0005634_motif189",-0.221370016549564,0.279377983467313,-0.792367436410621,0.428146460973586,"GO:0005634_motif189"
"GO:0005737_motif189",0.20781267079385,0.174382565300205,1.19170554944007,0.233376721330465,"GO:0005737_motif189"
"GO:0005739_motif189",1.03922886905929,0.493992292131916,2.10373498860539,0.0354015705755857,"GO:0005739_motif189"
"GO:0005764_motif189",0.152737137171569,0.317715800773931,0.480735099732256,0.630704781553087,"GO:0005764_motif189"
"GO:0005765_motif189",0.752642371148685,0.437645599697815,1.71975308712887,0.0854773334439663,"GO:0005765_motif189"
"GO:0005768_motif189",0.465858571851796,0.321796490288342,1.44768071098094,0.147706366937685,"GO:0005768_motif189"
"GO:0005769_motif189",-0.487724978635149,0.33534994957945,-1.45437618000774,0.145842040235309,"GO:0005769_motif189"
"GO:0005770_motif189",-0.0787590712945838,0.449598379377648,-0.17517650175609,0.860940947704035,"GO:0005770_motif189"
"GO:0005783_motif189",0.6129937549895,0.252300342769674,2.42961919219074,0.0151146941914031,"GO:0005783_motif189"
"GO:0005788_motif189",-0.131997786001672,0.210046512643396,-0.628421697368381,0.529727727037219,"GO:0005788_motif189"
"GO:0005789_motif189",-0.423238558092572,0.314991920814348,-1.34364893232301,0.179061938299769,"GO:0005789_motif189"
"GO:0005794_motif189",0.933078660042776,0.323653974349728,2.88295134307397,0.00393968290035152,"GO:0005794_motif189"
"GO:0005796_motif189",0.255152954837954,0.228596371207328,1.11617237618589,0.264348356378302,"GO:0005796_motif189"
"GO:0005829_motif189",-0.764701595002471,0.385586416584001,-1.98321715214228,0.0473431788008075,"GO:0005829_motif189"
"GO:0005886_motif189",-0.256783438320948,0.124463280286466,-2.06312607003394,0.0391006518552278,"GO:0005886_motif189"
"GO:0005887_motif189",-1.17680177430911,0.212857363604384,-5.52859320618246,3.22808905313205e-08,"GO:0005887_motif189"
"GO:0005905_motif189",0.923330618025198,0.597639377973384,1.5449628188093,0.122355257098945,"GO:0005905_motif189"
"GO:0005911_motif189",3.00362920863618,1.05251695498397,2.85375850185893,0.00432053613037772,"GO:0005911_motif189"
"GO:0005925_motif189",0.41762603009819,0.263680504990025,1.58383354929478,0.113231602446503,"GO:0005925_motif189"
"GO:0005929_motif189",18.5116415352769,1343.45182665244,0.0137791628758313,0.989006166572988,"GO:0005929_motif189"
"GO:0006357_motif189",0.461271659976311,0.261041815500512,1.76704126536925,0.0772213177371151,"GO:0006357_motif189"
"GO:0006412_motif189",0.84925518823215,0.553741374262008,1.53366757064882,0.125111455704593,"GO:0006412_motif189"
"GO:0006465_motif189",0.465242444248797,0.55722176313267,0.834932292725305,0.403755831392543,"GO:0006465_motif189"
"GO:0006468_motif189",1.13728419102171,0.524026298166142,2.17028075690419,0.0299855834845465,"GO:0006468_motif189"
"GO:0006469_motif189",-1.46657329346744,0.450804083029591,-3.25323870984365,0.00114097604000957,"GO:0006469_motif189"
"GO:0006508_motif189",-0.0583300895459399,0.209386318833436,-0.2785764125895,0.780569916401253,"GO:0006508_motif189"
"GO:0006629_motif189",-0.00792600856333713,0.33059001967626,-0.0239753413339547,0.980872277817167,"GO:0006629_motif189"
"GO:0006665_motif189",1.58069136864174,0.597675609514365,2.64473126137123,0.00817558188724647,"GO:0006665_motif189"
"GO:0006687_motif189",0.586946943355423,0.432513234965358,1.35706123166944,0.17476175545715,"GO:0006687_motif189"
"GO:0006810_motif189",-0.153391103706607,0.307970338911155,-0.498071029336557,0.618433979198395,"GO:0006810_motif189"
"GO:0006811_motif189",1.2395304607514,0.563826155507436,2.19842667574696,0.0279187144649058,"GO:0006811_motif189"
"GO:0006869_motif189",-0.164762070607894,0.34389712703301,-0.479102782943804,0.631865510041265,"GO:0006869_motif189"
"GO:0006879_motif189",1.22886648491973,0.631497636523952,1.94595579436206,0.0516600498992091,"GO:0006879_motif189"
"GO:0006888_motif189",0.218806827667714,0.433452355142213,0.504800181777591,0.613699188133188,"GO:0006888_motif189"
"GO:0006898_motif189",-0.863786398676173,0.428359441969167,-2.01649902872539,0.0437478196827742,"GO:0006898_motif189"
"GO:0006915_motif189",-0.0352853150387615,0.281368520837616,-0.125406050874914,0.900202098028335,"GO:0006915_motif189"
"GO:0006950_motif189",0.849255188232171,0.553741374262006,1.53366757064886,0.125111455704582,"GO:0006950_motif189"
